                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.36843,                0.41603,                0.98588,                0.83117,                0.68764,                0.76421,                0.67795,                0.51599,                0.92941,                 1.0862,               0.003004,               0.003004,               0.003004
                    109,                0.37107,                 0.4145,                0.98256,                0.79354,                0.71599,                 0.7631,                0.67762,                 0.5158,                0.93057,                 1.0856,               0.002938,               0.002938,               0.002938
                    110,                0.36261,                 0.4184,                0.98246,                0.81415,                0.70011,                0.76438,                0.67827,                0.51791,                 0.9309,                 1.0895,               0.002872,               0.002872,               0.002872
                    111,                0.37125,                0.41372,                0.98747,                 0.8132,                0.69971,                0.76383,                0.67913,                0.51781,                0.93397,                 1.0911,               0.002806,               0.002806,               0.002806
                    112,                0.36408,                0.40769,                0.98501,                0.80203,                0.70614,                0.76362,                0.67939,                0.51528,                0.93521,                 1.0877,                0.00274,                0.00274,                0.00274
                    113,                0.36393,                0.40989,                0.98348,                0.79032,                0.71394,                0.76405,                0.67887,                0.51698,                0.93609,                  1.091,               0.002674,               0.002674,               0.002674
                    114,                0.36546,                0.39765,                0.98179,                0.80427,                0.70386,                0.76373,                0.67799,                 0.5163,                0.93569,                 1.0909,               0.002608,               0.002608,               0.002608
                    115,                0.36011,                0.39402,                0.97961,                 0.8143,                0.69893,                 0.7644,                0.67832,                0.51732,                0.93484,                 1.0918,               0.002542,               0.002542,               0.002542
                    116,                0.35177,                0.38318,                0.97189,                0.81374,                0.69963,                 0.7649,                0.67884,                0.51772,                0.93475,                 1.0925,               0.002476,               0.002476,               0.002476
                    117,                0.34961,                0.38887,                 0.9758,                0.81544,                0.69984,                0.76432,                0.67805,                 0.5176,                0.93405,                 1.0933,                0.00241,                0.00241,                0.00241
                    118,                0.35533,                 0.3875,                0.97667,                0.80219,                0.70715,                0.76418,                 0.6783,                 0.5169,                0.93349,                 1.0923,               0.002344,               0.002344,               0.002344
                    119,                0.35274,                0.37611,                0.97304,                0.80018,                0.70644,                0.76488,                0.67874,                0.51786,                0.93245,                 1.0935,               0.002278,               0.002278,               0.002278
                    120,                0.34505,                0.37646,                 0.9749,                0.80349,                0.70618,                0.76472,                0.67857,                0.51829,                0.93212,                 1.0941,               0.002212,               0.002212,               0.002212
                    121,                0.35013,                0.37465,                0.97649,                0.80022,                0.70907,                0.76525,                0.67887,                0.51935,                0.93313,                 1.0954,               0.002146,               0.002146,               0.002146
                    122,                0.34425,                0.37002,                0.97236,                0.79883,                0.71086,                0.76518,                0.67833,                0.52082,                0.93221,                 1.0979,                0.00208,                0.00208,                0.00208
                    123,                0.34561,                0.37067,                0.96954,                 0.7977,                0.71543,                0.76585,                0.67853,                0.52079,                0.93099,                 1.0978,               0.002014,               0.002014,               0.002014
                    124,                0.33744,                0.35953,                0.96924,                0.79855,                0.71368,                0.76555,                0.67877,                0.52052,                0.93062,                 1.0978,               0.001948,               0.001948,               0.001948
                    125,                0.34057,                0.35786,                0.97031,                    0.8,                0.71357,                0.76555,                0.67863,                0.52147,                0.92956,                 1.0987,               0.001882,               0.001882,               0.001882
                    126,                0.33844,                0.35582,                0.96643,                0.80959,                0.70514,                0.76572,                0.67887,                0.52207,                0.92908,                 1.0998,               0.001816,               0.001816,               0.001816
                    127,                0.33529,                0.35091,                0.96338,                0.81858,                0.70081,                0.76529,                0.67826,                0.52298,                0.92605,                 1.1013,                0.00175,                0.00175,                0.00175
                    128,                0.33458,                0.35292,                0.96444,                0.81741,                0.70244,                0.76593,                0.67891,                0.52259,                0.92732,                 1.1009,               0.001684,               0.001684,               0.001684
                    129,                0.33684,                0.34887,                0.96641,                 0.8235,                0.70083,                0.76575,                0.67892,                0.52322,                0.92732,                 1.1017,               0.001618,               0.001618,               0.001618
                    130,                0.32807,                0.34224,                0.96066,                0.82004,                0.70104,                0.76581,                 0.6788,                0.52362,                0.92743,                 1.1027,               0.001552,               0.001552,               0.001552
                    131,                0.32922,                0.33685,                0.96379,                0.80111,                0.71463,                0.76594,                0.67913,                0.52219,                0.92772,                 1.1012,               0.001486,               0.001486,               0.001486
                    132,                0.32506,                0.33652,                0.96169,                0.80157,                0.71439,                0.76577,                0.67909,                0.52199,                0.92814,                 1.1015,                0.00142,                0.00142,                0.00142
                    133,                0.31729,                0.32648,                0.95508,                0.80442,                0.71248,                0.76507,                0.67915,                0.52247,                0.92917,                 1.1022,               0.001354,               0.001354,               0.001354
                    134,                0.32158,                0.32967,                0.95732,                0.79753,                0.71641,                0.76519,                0.67908,                0.52278,                 0.9292,                 1.1032,               0.001288,               0.001288,               0.001288
                    135,                0.33065,                0.33177,                0.95788,                0.79681,                0.71785,                0.76574,                 0.6793,                 0.5227,                0.92868,                  1.104,               0.001222,               0.001222,               0.001222
                    136,                0.32587,                0.32752,                0.96038,                0.79746,                0.71725,                 0.7656,                0.67931,                0.52278,                0.92915,                 1.1046,               0.001156,               0.001156,               0.001156
                    137,                0.31885,                0.32348,                0.95696,                0.79265,                0.72178,                0.76521,                0.67877,                0.52298,                 0.9293,                 1.1054,                0.00109,                0.00109,                0.00109
                    138,                0.31764,                0.32382,                0.95445,                0.79238,                0.72252,                0.76512,                0.67869,                0.52336,                0.93018,                 1.1063,               0.001024,               0.001024,               0.001024
                    139,                0.31215,                0.31711,                0.95358,                0.79509,                0.72006,                0.76521,                0.67911,                0.52323,                0.93098,                 1.1064,               0.000958,               0.000958,               0.000958
                    140,                0.31434,                0.31724,                0.95516,                0.79246,                0.72112,                0.76481,                0.67895,                0.52386,                0.93192,                 1.1079,               0.000892,               0.000892,               0.000892
                    141,                0.23318,                0.20657,                0.87996,                0.79585,                0.72031,                0.76498,                0.67883,                0.52429,                0.93226,                 1.1093,               0.000826,               0.000826,               0.000826
                    142,                0.22384,                0.19227,                0.87207,                0.79768,                 0.7219,                0.76468,                0.67894,                0.52372,                0.93234,                 1.1091,                0.00076,                0.00076,                0.00076
                    143,                 0.2194,                 0.1819,                0.87104,                0.79775,                0.72162,                0.76458,                0.67911,                0.52336,                0.93359,                 1.1092,               0.000694,               0.000694,               0.000694
                    144,                0.22041,                0.18173,                0.87023,                0.79701,                0.72273,                0.76449,                0.67885,                 0.5235,                 0.9344,                 1.1101,               0.000628,               0.000628,               0.000628
                    145,                0.21465,                0.17531,                0.86669,                0.79575,                0.72482,                0.76438,                0.67906,                0.52355,                 0.9348,                 1.1112,               0.000562,               0.000562,               0.000562
                    146,                0.21385,                0.17579,                 0.8678,                0.79952,                0.72212,                0.76437,                0.67886,                0.52458,                0.93557,                  1.113,               0.000496,               0.000496,               0.000496
                    147,                0.20884,                0.17291,                0.86335,                0.80054,                0.72071,                0.76427,                0.67898,                0.52494,                0.93652,                 1.1137,                0.00043,                0.00043,                0.00043
                    148,                0.20891,                 0.1717,                0.86456,                0.79893,                   0.72,                0.76398,                0.67858,                0.52487,                0.93797,                 1.1139,               0.000364,               0.000364,               0.000364
                    149,                0.20671,                 0.1672,                0.86096,                0.80041,                0.72131,                0.76427,                0.67846,                0.52523,                0.93892,                  1.115,               0.000298,               0.000298,               0.000298
                    150,                0.20309,                0.16444,                0.86083,                0.80734,                0.71778,                0.76406,                0.67829,                0.52561,                0.94045,                 1.1157,               0.000232,               0.000232,               0.000232
